"mw","timestamp"
"787",2021-01-04 01:15:00
"788",2021-01-04 01:30:00
"794",2021-01-04 01:45:00
"785",2021-01-04 02:00:00
"784",2021-01-04 02:15:00
"779",2021-01-04 02:30:00
"775",2021-01-04 02:45:00
"773",2021-01-04 03:00:00
"781",2021-01-04 03:15:00
"794",2021-01-04 03:30:00
"784",2021-01-04 03:45:00
"786",2021-01-04 04:00:00
"765",2021-01-04 04:15:00
"749",2021-01-04 04:30:00
"757",2021-01-04 04:45:00
"746",2021-01-04 05:00:00
"776",2021-01-04 05:15:00
"754",2021-01-04 05:30:00
"720",2021-01-04 05:45:00
"742",2021-01-04 06:00:00
"749",2021-01-04 06:15:00
"740",2021-01-04 06:30:00
"748",2021-01-04 06:45:00
"755",2021-01-04 07:00:00
"762",2021-01-04 07:15:00
"763",2021-01-04 07:30:00
"762",2021-01-04 07:45:00
"752",2021-01-04 08:00:00
"749",2021-01-04 08:15:00
"755",2021-01-04 08:30:00
"741",2021-01-04 08:45:00
"732",2021-01-04 09:00:00
"745",2021-01-04 09:15:00
"750",2021-01-04 09:30:00
"757",2021-01-04 09:45:00
"764",2021-01-04 10:00:00
"760",2021-01-04 10:15:00
"754",2021-01-04 10:30:00
"748",2021-01-04 10:45:00
"746",2021-01-04 11:00:00
"737",2021-01-04 11:15:00
"746",2021-01-04 11:30:00
"750",2021-01-04 11:45:00
"750",2021-01-04 12:00:00
"752",2021-01-04 12:15:00
"759",2021-01-04 12:30:00
"756",2021-01-04 12:45:00
"752",2021-01-04 13:00:00
"761",2021-01-04 13:15:00
"747",2021-01-04 13:30:00
"748",2021-01-04 13:45:00
"751",2021-01-04 14:00:00
"745",2021-01-04 14:15:00
"742",2021-01-04 14:30:00
"746",2021-01-04 14:45:00
"747",2021-01-04 15:00:00
"736",2021-01-04 15:15:00
"724",2021-01-04 15:30:00
"737",2021-01-04 15:45:00
"740",2021-01-04 16:00:00
"740",2021-01-04 16:15:00
"744",2021-01-04 16:30:00
"743",2021-01-04 16:45:00
"744",2021-01-04 17:00:00
"746",2021-01-04 17:15:00
"736",2021-01-04 17:30:00
"735",2021-01-04 17:45:00
"729",2021-01-04 18:00:00
"720",2021-01-04 18:15:00
"741",2021-01-04 18:30:00
"748",2021-01-04 18:45:00
"755",2021-01-04 19:00:00
"759",2021-01-04 19:15:00
"756",2021-01-04 19:30:00
"754",2021-01-04 19:45:00
"752",2021-01-04 20:00:00
"751",2021-01-04 20:15:00
"745",2021-01-04 20:30:00
"744",2021-01-04 20:45:00
"746",2021-01-04 21:00:00
"749",2021-01-04 21:15:00
"743",2021-01-04 21:30:00
"734",2021-01-04 21:45:00
"731",2021-01-04 22:00:00
"732",2021-01-04 22:15:00
"735",2021-01-04 22:30:00
"728",2021-01-04 22:45:00
"712",2021-01-04 23:00:00
"719",2021-01-04 23:15:00
"718",2021-01-04 23:30:00
"718",2021-01-04 23:45:00
