"timestamp","value"
2021-02-01 04:00:00,38
2021-02-01 05:00:00,39
2021-02-01 06:00:00,41
2021-02-01 07:00:00,49.3
2021-02-01 08:00:00,62.71
2021-02-01 09:00:00,65
2021-02-01 10:00:00,65.18
2021-02-01 11:00:00,63.91
2021-02-01 12:00:00,63.57
2021-02-01 13:00:00,62.4
2021-02-01 14:00:00,62.1
2021-02-01 15:00:00,62.5
2021-02-01 16:00:00,63.91
2021-02-01 17:00:00,67.38
2021-02-01 18:00:00,75.85
2021-02-01 19:00:00,76.16
2021-02-01 20:00:00,70.84
2021-02-01 21:00:00,63.5
2021-02-01 22:00:00,56.58
2021-02-01 23:00:00,55.2
2021-02-02 00:00:00,48.99
2021-02-02 01:00:00,48.59
2021-02-02 02:00:00,46.05
2021-02-02 03:00:00,44.21
2021-02-02 04:00:00,44.07
2021-02-02 05:00:00,44.47
2021-02-02 06:00:00,48.35
2021-02-02 07:00:00,55.63
2021-02-02 08:00:00,65.9
2021-02-02 09:00:00,71.33
2021-02-02 10:00:00,70.96
2021-02-02 11:00:00,67.52
2021-02-02 12:00:00,65.89
2021-02-02 13:00:00,64.1
2021-02-02 14:00:00,61.55
2021-02-02 15:00:00,59.89
2021-02-02 16:00:00,58.8
2021-02-02 17:00:00,57.02
2021-02-02 18:00:00,61.08
2021-02-02 19:00:00,63.17
2021-02-02 20:00:00,59.51
2021-02-02 21:00:00,53.15
2021-02-02 22:00:00,46.88
2021-02-02 23:00:00,46.4
2021-02-03 00:00:00,40.23
2021-02-03 01:00:00,35.87
2021-02-03 02:00:00,33.14
2021-02-03 03:00:00,31.5
2021-02-03 04:00:00,30.25
2021-02-03 05:00:00,31.68
2021-02-03 06:00:00,35.91
2021-02-03 07:00:00,43.71
2021-02-03 08:00:00,52.52
2021-02-03 09:00:00,60.3
2021-02-03 10:00:00,60
2021-02-03 11:00:00,57.05
2021-02-03 12:00:00,56.25
2021-02-03 13:00:00,54.46
2021-02-03 14:00:00,55.65
2021-02-03 15:00:00,54.48
2021-02-03 16:00:00,54.22
2021-02-03 17:00:00,53.38
2021-02-03 18:00:00,58.87
2021-02-03 19:00:00,57
2021-02-03 20:00:00,54.25
2021-02-03 21:00:00,48.4
2021-02-03 22:00:00,44.76
2021-02-03 23:00:00,39.15
2021-02-04 00:00:00,31.7
2021-02-04 01:00:00,33.11
2021-02-04 02:00:00,29.84
2021-02-04 03:00:00,28.15
2021-02-04 04:00:00,27.86
2021-02-04 05:00:00,28.97
2021-02-04 06:00:00,35.39
2021-02-04 07:00:00,45.49
2021-02-04 08:00:00,56.73
2021-02-04 09:00:00,58.86
2021-02-04 10:00:00,57.58
2021-02-04 11:00:00,55
2021-02-04 12:00:00,53.36
2021-02-04 13:00:00,52.56
2021-02-04 14:00:00,51.54
2021-02-04 15:00:00,51.36
2021-02-04 16:00:00,53.5
2021-02-04 17:00:00,56.36
2021-02-04 18:00:00,65.28
2021-02-04 19:00:00,66.17
2021-02-04 20:00:00,63.04
2021-02-04 21:00:00,57.81
2021-02-04 22:00:00,51.37
2021-02-04 23:00:00,49.73
2021-02-05 00:00:00,44.87
2021-02-05 01:00:00,44.68
2021-02-05 02:00:00,41.91
2021-02-05 03:00:00,40.83
2021-02-05 04:00:00,39.5
2021-02-05 05:00:00,39.8
2021-02-05 06:00:00,44.31
2021-02-05 07:00:00,53.41
2021-02-05 08:00:00,61.07
2021-02-05 09:00:00,62.74
2021-02-05 10:00:00,62.25
2021-02-05 11:00:00,60.99
2021-02-05 12:00:00,59.86
2021-02-05 13:00:00,59
2021-02-05 14:00:00,57.07
2021-02-05 15:00:00,55.15
2021-02-05 16:00:00,55.45
2021-02-05 17:00:00,55.25
